origin,origin_length,text_original,text_translated,pointers
0x0E050BE8,72,ヒューッ、助かったよ。{nl}ありがとう。{np}{clr}ボク、ピーターパン！{nl}ヨロシクね。{np},,0x0E051184
0x0E050C30,108,キャー、ピーターパンよ！{np}{clr}ジュディ、{nl}ピーターパンのお話{nl}大好きなんだ！{np}{clr}ピーターパンさん！{np}{nl}あくしゅして！{np},,0x0E051194
0x0E050C9C,20,あ、あぁ、いいよ。{np},,0x0E05119C
0x0E050CB0,41,それから、え〜と{nl}サイン、サインっと……{np},,0x0E0511A0
0x0E050CDC,65,あ、あの、ボク、{nl}絵本にもどらなくちゃあ……{np}{nl}どうもありがとう！{np},,0x0E0511A4
0x0E050D20,49,あ、そんなーっ{nl}まってよ〜！{nl}ピーターパンさん！{np}{clr},,0x0E0511A8
0x0E050D54,42,ジュディ、そのくらいに{nl}しておきなさい。{np}{clr},,0x0E0511AC
0x0E050D80,22,ちぇ、つまんないの。{np},,0x0E0511B0
0x0E050D98,25,ぷは〜っ！{nl}助かったよ。{np},,0x0E051340
0x0E050DB4,36,なんかせなかに{nl}ナベ付けてるモン！{np}{clr},,0x0E051350
0x0E050DD8,64,ムク、{nl}あれは”ちゃがま”よ。{np}{clr}ぶんぶくちゃがまの{nl}タヌキさん。{np},,0x0E051358
0x0E050E18,115,いや〜ありがとう。{nl}キャベツに食べられた時は{nl}どうなるかと思ったよ。{np}{clr}本当にありがとう！{nl}ポ・ン・ポ・コ・リーーン！{np},,0x0E05135C
0x0E050E8C,24,あなたキンタロウさん？{np},,0x0E051360
0x0E050EA4,82,イエ〜ス{nl}ミーがキンタロウね！{np}{clr}助けてくれてサンキューね。{nl}それじゃあ、バイバイ！{np},,0x0E051364
0x0E050EF8,24,なんか……ヘンなヤツ！{np},,0x0E051368
0x0E050F10,40,助かったニャーン。{np}{nl}ありがとニャーン。{np},,0x0E05136C
0x0E050F38,32,あのネコ、{nl}長グツはいてるよ。{np}{clr},,0x0E051370
0x0E050F58,44,あれは{nl}長グツをはいたネコの{nl}主人公じゃよ。{np},,0x0E051374
0x0E050F84,20,バイバイニャーン。{np},,0x0E051378
0x0E050F98,58,さあ、{momo}ちゃん。{nl}絵本の主人公はあと一人よ。{nl}がんばって！{np},,0x0E05137C
0x0E050FD4,19,キャァァァァッ！{np}{clr},,0x0E0513F0
0x0E050FE8,26,どうしたの！ジュディ！！{np},,0x0E0513FC
0x0E051A18,28,まずは、あたくしが相手よ！{np},,0x0E051D50
0x0E051A34,24,そ〜れ、スッパッパ〜ッ{np},,0x0E051D64
0x0E051A4C,42,はぁ…‥はぁ…………{nl}ちょっと、ひと休み。,,0x0E051E1C
0x0E051A78,59,はぁ…はぁ………{nl}ゼェ……ゼェ…………{nl}なかなか、やるわね！,,0x0E051F40
0x0E051AB4,68,キ〜〜〜{nl}く〜や〜し〜ぃ〜い{nl}{np}{clr}おね〜さま、{nl}た〜す〜け〜て〜〜〜ん {np},,0x0E0520E8
0x0E051AF8,76,キ〜〜〜{nl}くやしい〜〜〜〜ぃ{nl}{np}{clr}くやしい！{nl}くやしい！{nl}くやしい〜〜〜〜〜い！{np},,0x0E0520EC
0x0E051B44,61,よくも！妹を！！{nl}もう、ようしゃしないわよ〜{nl}かくごしなさい！,,0x0E052104
0x0E051B84,2,{np},,0x0E052108
0x0E052578,71,　遊び方を教えましょうか？{nl}　　　{opt}ウン！教えて{nl}　　　{opt}知ってるからいい,,0x0E05290C
0x0E0525C0,63,ミラクルレモンズは{nl}すっぱ〜〜いレモンスライス{nl}を投げてくるの。,,0x0E052928
0x0E052600,118,　{np}{clr}これに当ったらたいへんよ〜{np}{clr}だから{momo}ちゃんは{nl}これをよけないと{nl}いけないの。{np}{clr}［十字キーの下］で{nl}しゃがんでよけて、,,0x0E05293C
0x0E052678,29,　{np}{clr}［十字キーの上］で………,,0x0E052954
0x0E052698,17,　{np}{clr}ジャンプよ！,,0x0E052958
0x0E0526AC,42,　{np}{clr}こうやって{nl}レモンスライスをよけるの。,,0x0E052AF4
0x0E0526D8,5,　{np}{clr},,0x0E052C04
0x0E0526E0,79,レモンズがつかれた時は{nl}こうげきのチャンス！{np}{clr}［Ａボタン］で{nl}石をぶつけちゃえ！,,0x0E052C14
0x0E052730,66,　{np}{clr}レモンスライスは当ると{nl}すっぱいから気をつけてね！{nl}{momo}ちゃん。{np},,0x0E052CE0
0x0E054788,71,　遊び方を教えましょうか？{nl}　　　{opt}ウン！教えて{nl}　　　{opt}知ってるからいい,,0x0E054958
0x0E0547D0,91,さあ、{momo}ちゃん。{np}{clr}ジュディがキューリマン達を{nl}引き付けてる間にこの部屋を{nl}通りぬけるのよ！{np}{clr},,0x0E054968
0x0E05482C,29,出口は画面の右側にあるわ。{np}{clr},,0x0E054978
0x0E05484C,123,キューリマンの上下左右に{nl}いると見つかっちゃうわ。{np}{clr}キューリマン達に見つから{nl}ないように、うまく柱に{nl}かくれながら進んでね。{np},,0x0E054980
0x0E054988,44,よ〜し、{nl}それじゃあ、行くわよ！{nl}{momo}ちゃん。{np},,0x0E055348
0x0E0549B4,35,ヤーイ！ヤーイ！{nl}ここまでおいで！{np},,0x0E055350
0x0E0549D8,101,キューーーーーーッ！！{nl}あやしいッキュ！{nl}あやしいッキュ！{np}{clr}つかまえるッキュ！{nl}つかまえるッキューッ！{np},,0x0E05535C
0x0E054A40,35,ホレホレ{nl}こっちよ、キュウリさん！{np},,0x0E055368
0x0E054A64,31,待てッキュ！{nl}待てッキューッ！{np},,0x0E05536C
0x0E054A84,17,{momo}一号、今よ！{np}{clr},,0x0E055370
0x0E054A98,54,まかせてグァ！{nl}{momo}ちゃん。{nl}しっかり、つかまっててグァ{np},,0x0E055374
0x0E054AD0,32,やった！{nl}後はキャプテン達ね。{np}{clr},,0x0E055504
0x0E054AF0,36,…………そ、そうだね、{nl}{momo}ちゃん。{np}{clr},,0x0E055510
0x0E054B14,10,{momo}一号？{np},,0x0E055514
0x0E054B20,46,次はワシらの番である。{nl}キャプテン、行くぞ！{np}{clr},,0x0E055518
0x0E054B50,33,フム、{nl}それじゃあ行こうかのう。{np},,0x0E05551C
0x0E054B74,70,キャーーーッ！{nl}ちょっと、ちょっと！{np}{clr}あんた達、{nl}足速いんじゃないの！{np},,0x0E055520
0x0E054BBC,53,キュキュキュキューッ！{nl}待つッキュ！待つッキュー！！{np},,0x0E055528
0x0E054BF4,11,キュキュ？,,0x0E055530
0x0E054C00,4,　{np},,0x0E055538
0x0E054C04,18,キューーーーッ！{nl},,0x0E05553C
0x0E054C18,20,あれは{momo}だキュ！！{np},,0x0E055544
0x0E054C2C,28,あれはキャプテンだキュ！！{np},,0x0E055548
0x0E054C48,24,{momo}だキュ！{nl}{momo}だキュ！{np}{clr},,0x0E055644
0x0E054C60,40,キャプテンだキュ！{nl}キャプテンだキュ！{np}{clr},,0x0E055648
0x0E054C88,59,つかまえたら{nl}ハクサイだいまおうさまに{nl}ほめられるッキュ！{np}{clr},,0x0E055654
0x0E054CC4,40,ほめられるッキュ！{nl}ほめられるッキュ！{np}{clr},,0x0E055658
0x0E054CEC,30,………つかまえるッキューッ！{np},,0x0E05565C
0x0E054D0C,28,{momo}ちゃん、{nl}にげてーーっ！{np}{clr},,0x0E055664
0x0E054D28,59,えーっ、{nl}にげるっていっても……{nl}ど、どっちに…………！？{np}{clr},,0x0E05566C
0x0E054D64,50,グァ、グァ！{nl}どっちでもいいから{nl}早くにげるグァ！{np},,0x0E055670
0x0E054D98,45,どこじゃ？ここは{nl}完全にまよったようじゃな。{np},,0x0E055868
0x0E054DC8,35,いたッキュ！{nl}キャプテンだッキュ！{np},,0x0E055878
0x0E054DEC,37,ヒエ〜ッ！{nl}早くにげるであるーーーッ{np},,0x0E05587C
0x0E054E14,42,グェ、グェ！{nl}どこだグァ？どっちだグァ？{np}{clr},,0x0E055884
0x0E054E40,26,あーん、まよっちゃった！{np},,0x0E055888
0x0E054E5C,64,キャーッ、キャーーーーッ！{nl}ドコドコ？ここどこ？{nl}わかんなーい！{np},,0x0E05588C
0x0E054E9C,12,ジュディ！{np},,0x0E055890
0x0E054EA8,12,{momo}ちゃん！{np},,0x0E055894
0x0E054EB4,54,あわわわわわ、キャプテン！{nl}急ぐのじゃ！急ぐのじゃ！{np}{clr},,0x0E055898
0x0E054EEC,19,…………………？{np}{clr},,0x0E05589C
0x0E054F00,50,おおっ、{momo}ちゃん！{nl}ジュディ！、{nl}それに{momo}一号も！{np},,0x0E0558A0
0x0E054F34,47,キャプテン！、クロックさん！{nl}ぶじだったのね！{np},,0x0E0558A4
0x0E054F64,50,フーッ、なんとか、{nl}みんなにげきれたようじゃな。{np}{clr},,0x0E055990
0x0E054F98,20,うん。なんとかね。{np},,0x0E055994
0x0E054FAC,40,グァグァ？{nl}あっちに光りが見えるグァ！{np}{clr},,0x0E0559A0
0x0E054FD4,25,なんか、あやしいわね。{np}{clr},,0x0E0559A4
0x0E054FF0,51,う〜ん、{nl}このままここにいても{nl}しかたがないのぉ。{np}{clr},,0x0E0559A8
0x0E055024,48,そうね。{nl}それじゃ、とりあえず{nl}行ってみようか！{np},,0x0E0559AC
0x0E055054,31,あれ？{nl}ここは………………！？{np},,0x0E0559B0
0x0E055074,23,さっきの通路だグァ！{np}{clr},,0x0E055AC0
0x0E05508C,16,シーーーーッ！{np},,0x0E055ACC
0x0E05509C,38,もう少しで{momo}を{nl}つかまえられたのに…{np}{clr},,0x0E055AD4
0x0E0550C4,99,キューーーーーーッ{nl}くやしいッキュ！{nl}くやしいッキュ！{np}{clr}こんど見つけたら{nl}ゼッタイつかまえるッキュ！{np},,0x0E055AD8
0x0E055128,59,ふーーーーっ、よし！{nl}それじゃあ、{nl}もう１回行ってくるわ！{np}{clr},,0x0E055AE0
0x0E055164,13,ジュディ！{np}{clr},,0x0E055AE4
0x0E055174,24,今度はうまくやってね！{np},,0x0E055AE8
0x0E056ABC,56,こんにちは！{nl}「わんわん　愛情物語」{nl}の世界にようこそ！{np},,0x0E056D28
0x0E056AF4,26,下のメニューを選んでね。{np},,0x0E056D3C
0x0E056B10,17,{opt}初めからあそぶ{nl},,0x0E056D4C
0x0E056B24,17,{opt}続きからあそぶ{nl},,0x0E056D50
0x0E056B38,15,{opt}日記をうつす{nl},,0x0E056D54
0x0E056B48,13,{opt}日記をけす{nl},,0x0E056D58
0x0E056B58,48,十字キーの上下で選んで、{nl}Ａボタンを押すんじゃ。,,0x0E056D64
0x0E056D90,35,まずは、{nl}下の日記を選ぶんだモン。{np},,0x0E056FB0
0x0E056DB4,50,十字キーの上下で選んで、{nl}Ａボタンを押すんだモン。,,0x0E056FBC
0x0E056DE8,9,？？？？,,0x0E056FF0
0x0E056DF4,54,うむ。それでは、{nl}「わんわん愛情物語」{nl}始めるである！{np},,0x0E056FFC
0x0E057000,31,この日記は、{nl}誰か使っておるぞ{np},,0x0E057114
0x0E057020,37,この日記を消して{nl}始めるのであるか？{nl},,0x0E05711C
0x0E057048,19,　　{opt}はい／{opt}いいえ,,0x0E057120
0x0E05705C,39,それじゃあ、{nl}この日記を消して…………{nl},,0x0E057128
0x0E057084,28,さて新しく始めるとするぞ！{np},,0x0E05712C
0x0E057130,43,この前の続きだガン！{nl}どの日記だったガン？{np},,0x0E0572E8
0x0E05715C,48,十字キーの上下で選んで、{nl}Ａボタンで決定だガン。,,0x0E0572F8
0x0E057334,48,なに〜！{nl}この日記には、{nl}何も書いてないである！{np},,0x0E0573F4
0x0E057364,68,「初めからあそぶ」で{nl}作った日記でないと{nl}続きからは出来ないんじゃ！{np},,0x0E0573FC
0x0E057400,45,この日記でいいんだガン？{nl}　　{opt}はい／{opt}いいえ{nl},,0x0E0574C0
0x0E057430,33,それじゃあ、{nl}この前の続きだガン{np},,0x0E0574D0
0x0E0574D4,28,どの日記をうつすんだグア？{nl},,0x0E0576CC
0x0E0574F0,48,十字キーの上下で選んで、{nl}Ａボタンで決定だグア。,,0x0E0576D4
0x0E057520,58,この日記には{nl}何も書いてないグア！{nl}これじゃうつせないグア{np},,0x0E0577FC
0x0E05755C,34,この日記をどこに{nl}うつすんだグア？,,0x0E05781C
0x0E057580,37,それじゃあ、{nl}この日記を消して………{np},,0x0E057830
0x0E0575A8,45,この日記をこっちにうつして{nl}できあがりだグア{np},,0x0E057838
0x0E0575D8,51,グアッ！グアッ！グアッ！{nl}この日記をうつしたグア！{np},,0x0E0578D8
0x0E0578FC,56,この日記は{nl}うつし先の日記を{nl}消さないと、うつせないグア{np},,0x0E0579BC
0x0E057934,49,うつし先の日記を{nl}消してグア？{nl}　　{opt}はい／{opt}いいえ,,0x0E0579C8
0x0E0579D4,61,それじゃあ、日記を{nl}うつすけど、いいグア？{nl}　　{opt}はい／{opt}いいえ,,0x0E057A5C
0x0E057A6C,51,消した日記は２度と戻らない{nl}から注意するんじゃよ。{np},,0x0E057CB8
0x0E057AA0,71,どの日記を消すのかな？{nl}十字キーの上下で選んで、{nl}Ａボタンで決定じゃよ。,,0x0E057CD0
0x0E057AE8,44,よし、それじゃあ{nl}この日記を消すよ…………{np}{nl},,0x0E057CE8
0x0E057B14,24,よし、これで消えたよ。{np},,0x0E057CF4
0x0E057B2C,35,じゃあ、{nl}消さないでおこうかのぉ。{np},,0x0E057CF8
0x0E057B50,37,まちがえて消したら{nl}たいへんだからね{np},,0x0E057CFC
0x0E057D08,42,この日記を消すんだね？{nl}　　{opt}はい／{opt}いいえ,,0x0E057DC0
0x0E057D34,45,本当に日記を{nl}消すんだね？{nl}　　{opt}はい／{opt}いいえ,,0x0E057DD4
0x0E057E88,37,{opt}　　　オールクリア{nl}{hsp}　　　{momo}{hsp}と{hsp}{baku}{nl},,0x0E057F40
0x0E057EB0,41,{opt}　　　第%d章−シーン%d{nl}{hsp}　　　{momo}{hsp}と{hsp}{baku}{nl},,0x0E057F48
0x0E057EDC,15,{opt}　　　無し{nl}{hsp}{nl},,0x0E057F54
0x0E0580E8,9,　　　　,,0x0E06CC10
0x0E0580F4,26,主人公の名前は何にする？{np},,0x0E058228
0x0E058110,75,十字キーの上下左右で選んで、{nl}Ａボタンで選ぶの。{nl}文字を消す時はＢボタンね。,,0x0E05822C
0x0E058160,30,{momo}ちゃんね。{nl}　{opt}はい／{opt}いいえ,,0x0E058244
0x0E058254,24,子犬の名前は何にする？{np},,0x0E0583A4
0x0E05826C,75,十字キーの上下左右で選んで、{nl}Ａボタンで決定だ。{nl}文字を消す時はＢボタンだ。,,0x0E0583A8
0x0E0582B8,26,{baku}だね。{nl}　{opt}はい／{opt}いいえ,,0x0E0583C8
0x0E058F24,54,ひさしぶりだね、{nl}{momo}ちゃん。{nl}また、会えてうれしいよ。{np},,0x0E0591A8
0x0E058F5C,50,実は、{momo}ちゃんに{nl}すてきなプレゼントが{nl}あるんだ。{np},,0x0E0591B0
0x0E058F90,63,十字キーの上下とＡボタンで{nl}選んでね。{nl}やめる時はＢボタンだよ。,,0x0E0591C0
0x0E058FD0,23,{opt}思い出のシールを作る{nl},,0x0E0591C8
0x0E058FE8,19,{opt}{baku}のシールを作る{nl},,0x0E0591CC
0x0E058FFC,28,{opt}好きなシーンからやりなおす,,0x0E0591D0
0x0E059018,50,そうか………それじゃあ{nl}また会いに来てね{nl}{momo}ちゃん{np},,0x0E059204
0x0E05923C,9,{fast}＊%2d番,,0x0E0593A4
0x0E059248,9,{fast}　%2d番,,0x0E0593A8
0x0E0593C0,58,ここでは{momo}ちゃんの{nl}思い出をシールすることが{nl}できるんだ。{np},,0x0E0594F4
0x0E0593FC,66,シールにしたい絵を{nl}十字キーの上下で選んで、{nl}Ａボタンを押してね。{np},,0x0E0594FC
0x0E059440,65,十字キーの左右を押すと{nl}早送りになるよ。{nl}やめる時はＢボタンだよ。,,0x0E059500
0x0E0595A8,18,さあ、できたよ。{np},,0x0E06CD50
0x0E0595BC,39,それじゃあ、{nl}この絵をシールにするよ。{nl},,0x0E059804
0x0E0595E4,15,{opt}はい／{opt}いいえ,,0x0E05980C
0x0E0595F4,23,ちょっと待って…………,,0x0E059814
0x0E05960C,22,この絵にはおはなしが{nl},,0x0E059838
0x0E059624,28,付いているけどシールする？{nl},,0x0E05983C
0x0E059640,18,{fast}　{opt}はい／{opt}いいえ,,0x0E059840
0x0E059654,14,それじゃあ、{nl},,0x0E059844
0x0E059664,20,シールを切ってから{nl},,0x0E059848
0x0E059678,22,Ａボタンを押してね。{np},,0x0E05984C
0x0E059690,28,次はどの絵をシールにする？{nl},,0x0E059864
0x0E0596AC,25,やめる時はＢボタンだよ。,,0x0E059868
0x0E0596C8,23,どの絵をシールにする？,,0x0E05986C
0x0E059870,72,ここでは{momo}ちゃんの{nl}冒険を好きなシーンからやり{nl}なおすことができるんだ。{np},,0x0E059A4C
0x0E0598B8,73,十字キーの上下左右で選んで{nl}Ａボタンを押してね。{nl}やめる時はＢボタンだよ。,,0x0E059A58
0x0E059904,28,{opt}１章{opt}　２章{opt}　３章{opt}　４章{nl},,0x0E059A60
0x0E059920,28,{opt}５章{opt}　６章{opt}　７章{opt}　８章{nl},,0x0E059A64
0x0E05993C,28,{opt}９章{opt}１０章{opt}１１章{opt}１２章{nl},,0x0E059A68
0x0E059958,26,第%d章からでいいのかな？{nl},,0x0E059A74
0x0E059974,19,　　{opt}はい／{opt}いいえ,,0x0E059A78
0x0E059988,31,それじゃあ{nl}第%d章から始めるよ{np},,0x0E059A84
0x0E059A88,33,おや？{nl}シールが印刷できないぞ。{np},,0x0E05A098
0x0E059AAC,62,インクリボンがなくなってる{nl}んじゃござーません？？{nl}{momo}ちゃん。{np},,0x0E05A09C
0x0E059AEC,62,いや、お姉様。{nl}シール用紙が入ってないの{nl}かも知れませんわよ！{np},,0x0E05A0A0
0x0E059B2C,60,キュキュッ！{nl}シール用紙がつまってるの{nl}かもしれないッキュ！{np},,0x0E05A0A4
0x0E059B68,35,う〜ん。しかたがない。{nl}{momo}ちゃん。{np},,0x0E05A0A8
0x0E059B8C,60,こいつらが{nl}いったことを調べてから{nl}もう一度やってみてくれ。{np},,0x0E05A0AC
0x0E059BC8,64,ムムッ！{momo}ちゃん。{nl}シールのカートリッジが{nl}入っていないようだ。{np},,0x0E05A0B0
0x0E059C08,60,ルーピーにカートリッジを{nl}入れてから、またやって{nl}みてくれ。{np},,0x0E05A0B4
0x0E059C44,35,ムムッ、{momo}ちゃん。{nl}中止なんだね？{np},,0x0E05A0B8
0x0E059C68,66,スタートボタンとＤボタンを{nl}同時におすと印刷中止になる{nl}んだボン！{np},,0x0E05A0BC
0x0E059CAC,37,チューシだ！チューシ！{nl}ボンボボン！{np},,0x0E05A0C0
0x0E059CD4,43,オッペッケペッポッ、{nl}ペッポッポ〜〜ン！！{np},,0x0E05A0C4
0x0E059D00,48,{momo}ちゃーん。{nl}シールが詰まってるんじゃ{nl}ないの？{np},,0x0E05A0C8
0x0E059D30,64,うん。こりゃあー{nl}たぶんまちがいねえ。{nl}シールが詰まってるんだ。{np},,0x0E05A0CC
0x0E059D70,45,ちょっとルーピーを開けて{nl}調べてみてよーん！{np},,0x0E05A0D0
0x0E059DA0,24,なんか………熱くない？{np},,0x0E05A17C
0x0E059DB8,41,そういえば、そうねぇ………{nl}何か熱いわ。{np},,0x0E05A184
0x0E059DE4,47,なんかフライパンの上で{nl}いためられてるようだ。{np},,0x0E05A188
0x0E059E14,62,{momo}ちゃん。どうやら、{nl}ルーピーがつかれて熱を{nl}出してるようだ。{np},,0x0E05A18C
0x0E059E54,66,少し、すずしいところにでも{nl}置いて、ルーピーを休ませて{nl}みてくれ。{np},,0x0E05A190
0x0E059E98,53,それでじゅうぶん休ませたら{nl}もう一度やってみてくれ。{np},,0x0E05A194
0x0E05A198,408,「いかん、さぁ{momo}ちゃん、もう今{nl}の世界にもどらなくちゃいかん時間だ」{nl}クロックさんがいいました。{nl}「あ〜あ、せっかくみんなとこうして仲{nl}よくなれたのにね、{baku}？」{nl}　そこで{momo}は、みんなと記念写真{nl}をとることにしました。それは、とって{nl}もとっても大切な思い出たちを、もう一{nl}度しっかりと心に焼きつけるためでした。{nl}　今度こそ、{momo}はどんなに毎日が{nl}忙しくても、こんなステキなお友達がい{nl}ることをけっして忘れないことでしょう。,,0x0E06CE18
0x0E05A330,398,「これからは、わたし、きっと思い出を{nl}大事にする。みんなのこと、ぜったい、{nl}ぜったい忘れない。だって、今のわたし{nl}がいるのだって………この国にいるぜ〜{nl}んぶのお友達に助けてもらったからなん{nl}だもの。過去のたくさんの思い出を大切{nl}にしないと、明るい未来なんてあるわけ{nl}ないもんね！」{nl}　ハクサイ大魔王は、目に涙を浮かべて{nl}いいました。{nl}「うぅ……、オレたちは、ただおいしく{nl}食べてもらいたかっただけなんだよぉ」,,0x0E06CE10
0x0E05A4C0,364,　「{baku}〜〜！」{nl}　{momo}は、{baku}を抱きしめまし{nl}た。そしてハクサイ大魔王に大きな声を{nl}あげてあやまりました。{nl}「ごめんなさい、ハクサイさん！　ごめ{nl}んなさい、キャベツさんや、カボチャさ{nl}んたち。悪いのは、このあたしだわ。思{nl}い出の世界を大切にしていなかったばっ{nl}かりに、みんなになんて悲しい思いをさ{nl}せてしまったんでしょう！」{nl}「{momo}ちゃん………」{nl}　大魔王はセロリをおろしました。,,0x0E06CE08
